A1,A2,A3,A4,A5,A6,A7,A8,A9,target
37.0,0.0,83.0,0.0,6.0,-5.0,47.0,78.0,32.0,1
55.0,0.0,95.0,0.0,46.0,27.0,40.0,49.0,8.0,4
46.0,4.0,77.0,0.0,44.0,-21.0,32.0,34.0,2.0,1
51.0,1.0,81.0,0.0,52.0,12.0,29.0,29.0,0.0,1
37.0,0.0,106.0,0.0,28.0,-9.0,69.0,78.0,8.0,1
54.0,3.0,83.0,-3.0,54.0,0.0,29.0,29.0,0.0,1
102.0,0.0,103.0,0.0,72.0,24.0,1.0,31.0,30.0,5
62.0,0.0,109.0,0.0,62.0,23.0,48.0,47.0,0.0,1
55.0,0.0,93.0,0.0,50.0,25.0,37.0,44.0,6.0,4
44.0,0.0,82.0,1.0,44.0,1.0,38.0,38.0,0.0,1
45.0,4.0,87.0,-1.0,44.0,0.0,42.0,43.0,2.0,1
45.0,0.0,81.0,0.0,44.0,-3.0,36.0,37.0,2.0,1
56.0,0.0,77.0,0.0,20.0,-28.0,22.0,57.0,36.0,4
37.0,-1.0,76.0,-3.0,20.0,-7.0,39.0,55.0,16.0,1
56.0,0.0,79.0,0.0,12.0,11.0,23.0,66.0,42.0,4
45.0,0.0,88.0,2.0,44.0,0.0,44.0,44.0,0.0,1
44.0,0.0,87.0,-5.0,44.0,0.0,43.0,43.0,0.0,1
37.0,-3.0,77.0,0.0,38.0,8.0,39.0,38.0,0.0,1
37.0,0.0,77.0,1.0,20.0,0.0,40.0,56.0,16.0,1
37.0,-15.0,78.0,0.0,10.0,0.0,42.0,68.0,26.0,1
56.0,1.0,80.0,0.0,56.0,1.0,24.0,23.0,0.0,1
47.0,-4.0,86.0,0.0,46.0,0.0,39.0,39.0,0.0,1
49.0,-4.0,107.0,-1.0,50.0,0.0,58.0,58.0,0.0,1
57.0,0.0,82.0,0.0,56.0,0.0,25.0,25.0,0.0,1
41.0,1.0,108.0,0.0,42.0,10.0,66.0,66.0,0.0,1
37.0,0.0,79.0,0.0,10.0,13.0,42.0,68.0,26.0,1
62.0,-2.0,108.0,0.0,60.0,0.0,45.0,48.0,2.0,1
43.0,0.0,86.0,0.0,44.0,21.0,43.0,42.0,0.0,1
55.0,0.0,87.0,-1.0,56.0,18.0,32.0,30.0,0.0,1
47.0,-1.0,86.0,-2.0,46.0,0.0,39.0,39.0,0.0,1
45.0,-4.0,81.0,1.0,44.0,-21.0,36.0,37.0,2.0,1
57.0,0.0,88.0,-1.0,56.0,0.0,31.0,31.0,0.0,1
37.0,0.0,76.0,0.0,30.0,-23.0,40.0,45.0,6.0,1
41.0,-1.0,100.0,0.0,42.0,0.0,59.0,59.0,0.0,1
49.0,-1.0,79.0,0.0,50.0,1.0,30.0,30.0,0.0,1
37.0,0.0,104.0,-2.0,16.0,-14.0,67.0,89.0,22.0,1
55.0,0.0,92.0,0.0,30.0,-7.0,37.0,61.0,24.0,4
107.0,-2.0,108.0,-1.0,70.0,-23.0,1.0,38.0,38.0,5
55.0,0.0,98.0,-3.0,50.0,18.0,42.0,49.0,6.0,4
56.0,3.0,85.0,0.0,56.0,23.0,29.0,28.0,0.0,1
44.0,2.0,83.0,0.0,44.0,9.0,39.0,39.0,0.0,1
49.0,-1.0,86.0,0.0,50.0,4.0,37.0,37.0,0.0,1
37.0,0.0,78.0,0.0,8.0,21.0,41.0,70.0,30.0,1
106.0,0.0,107.0,-5.0,70.0,0.0,1.0,37.0,36.0,5
37.0,0.0,78.0,0.0,12.0,-9.0,41.0,65.0,24.0,1
43.0,0.0,102.0,0.0,44.0,15.0,59.0,58.0,0.0,1
56.0,0.0,92.0,0.0,56.0,0.0,36.0,35.0,0.0,1
42.0,0.0,79.0,6.0,42.0,0.0,36.0,37.0,2.0,1
37.0,0.0,93.0,-7.0,12.0,0.0,55.0,80.0,24.0,1
66.0,0.0,109.0,0.0,68.0,4.0,43.0,42.0,0.0,1
39.0,0.0,79.0,-1.0,38.0,-2.0,41.0,41.0,0.0,1
37.0,0.0,79.0,3.0,8.0,0.0,42.0,71.0,30.0,1
84.0,1.0,87.0,0.0,-4.0,0.0,3.0,92.0,88.0,5
51.0,-4.0,86.0,0.0,52.0,17.0,35.0,34.0,0.0,1
52.0,-3.0,84.0,0.0,52.0,0.0,31.0,32.0,0.0,1
49.0,0.0,95.0,0.0,46.0,-6.0,47.0,49.0,2.0,1
37.0,0.0,95.0,0.0,18.0,22.0,58.0,77.0,20.0,1
50.0,-3.0,81.0,0.0,50.0,0.0,31.0,32.0,2.0,1
44.0,0.0,81.0,2.0,42.0,-12.0,37.0,39.0,2.0,1
37.0,0.0,76.0,0.0,20.0,-20.0,40.0,55.0,16.0,1
45.0,0.0,82.0,0.0,44.0,-11.0,37.0,38.0,2.0,1
37.0,0.0,78.0,0.0,2.0,-24.0,42.0,75.0,34.0,1
43.0,0.0,81.0,-7.0,42.0,0.0,38.0,40.0,2.0,1
41.0,-1.0,81.0,0.0,42.0,0.0,39.0,39.0,0.0,1
55.0,0.0,82.0,0.0,-38.0,-6.0,26.0,121.0,94.0,4
45.0,-1.0,88.0,0.0,44.0,0.0,44.0,44.0,0.0,1
37.0,0.0,106.0,0.0,34.0,-12.0,69.0,72.0,4.0,1
45.0,0.0,79.0,0.0,46.0,5.0,34.0,33.0,0.0,1
37.0,0.0,79.0,0.0,10.0,224.0,42.0,69.0,26.0,1
76.0,0.0,81.0,8.0,-40.0,9.0,5.0,122.0,116.0,5
44.0,-1.0,85.0,0.0,44.0,3.0,41.0,41.0,0.0,1
43.0,-1.0,76.0,0.0,44.0,19.0,32.0,32.0,0.0,1
56.0,-2.0,97.0,2.0,42.0,-16.0,41.0,56.0,14.0,4
56.0,2.0,88.0,0.0,54.0,-5.0,32.0,33.0,2.0,1
48.0,0.0,81.0,-4.0,46.0,0.0,32.0,34.0,2.0,1
55.0,1.0,77.0,0.0,54.0,0.0,23.0,23.0,0.0,1
37.0,2.0,97.0,0.0,34.0,-2.0,60.0,64.0,4.0,1
55.0,0.0,78.0,-1.0,0.0,-3.0,23.0,78.0,56.0,4
56.0,0.0,96.0,4.0,34.0,0.0,40.0,62.0,22.0,4
44.0,0.0,86.0,0.0,42.0,-19.0,42.0,44.0,2.0,1
55.0,-4.0,96.0,0.0,50.0,0.0,41.0,47.0,6.0,4
37.0,0.0,78.0,0.0,-2.0,4.0,42.0,81.0,40.0,1
49.0,1.0,95.0,-3.0,50.0,0.0,46.0,46.0,0.0,1
37.0,0.0,95.0,1.0,10.0,0.0,58.0,84.0,26.0,1
44.0,0.0,99.0,-1.0,42.0,-16.0,56.0,58.0,2.0,1
107.0,-4.0,108.0,0.0,70.0,0.0,1.0,38.0,36.0,5
37.0,0.0,77.0,0.0,26.0,-7.0,41.0,52.0,10.0,1
56.0,0.0,86.0,1.0,56.0,0.0,31.0,30.0,0.0,1
56.0,0.0,76.0,0.0,-12.0,-19.0,20.0,89.0,68.0,4
42.0,0.0,80.0,-7.0,42.0,0.0,38.0,39.0,0.0,1
37.0,0.0,76.0,0.0,36.0,3.0,39.0,39.0,0.0,1
80.0,1.0,84.0,0.0,-28.0,0.0,4.0,112.0,108.0,5
45.0,3.0,79.0,0.0,44.0,-2.0,34.0,35.0,2.0,1
43.0,0.0,89.0,5.0,42.0,0.0,46.0,48.0,2.0,1
44.0,1.0,86.0,0.0,44.0,4.0,43.0,42.0,0.0,1
50.0,-1.0,86.0,0.0,50.0,-1.0,36.0,37.0,0.0,1
51.0,-1.0,86.0,0.0,50.0,-6.0,36.0,37.0,2.0,1
45.0,-1.0,78.0,-6.0,46.0,14.0,33.0,32.0,0.0,1
46.0,0.0,86.0,0.0,46.0,4.0,41.0,40.0,0.0,1
37.0,0.0,83.0,0.0,30.0,-23.0,46.0,52.0,6.0,1
42.0,5.0,84.0,1.0,42.0,0.0,42.0,43.0,0.0,1
56.0,0.0,89.0,0.0,56.0,0.0,33.0,32.0,0.0,1
37.0,0.0,79.0,-5.0,26.0,0.0,43.0,54.0,10.0,1
42.0,-1.0,88.0,0.0,42.0,0.0,45.0,46.0,2.0,1
37.0,0.0,75.0,0.0,20.0,5.0,38.0,54.0,16.0,1
37.0,0.0,96.0,0.0,18.0,-29.0,59.0,78.0,18.0,1
85.0,0.0,89.0,0.0,6.0,26.0,4.0,84.0,80.0,5
56.0,0.0,96.0,-2.0,52.0,-1.0,40.0,44.0,4.0,4
53.0,0.0,84.0,0.0,54.0,11.0,32.0,30.0,0.0,1
56.0,0.0,79.0,-1.0,6.0,-3.0,23.0,74.0,50.0,4
37.0,0.0,81.0,0.0,24.0,-18.0,44.0,57.0,14.0,1
37.0,0.0,77.0,5.0,26.0,0.0,40.0,51.0,10.0,1
41.0,0.0,76.0,0.0,42.0,25.0,35.0,35.0,0.0,1
41.0,-5.0,88.0,0.0,42.0,10.0,47.0,46.0,0.0,1
45.0,-4.0,107.0,0.0,44.0,-19.0,62.0,63.0,2.0,1
56.0,0.0,107.0,0.0,56.0,26.0,51.0,50.0,0.0,1
49.0,1.0,106.0,0.0,46.0,-3.0,58.0,60.0,2.0,1
45.0,1.0,86.0,-3.0,44.0,0.0,40.0,42.0,2.0,1
50.0,-2.0,81.0,-6.0,50.0,-8.0,32.0,32.0,0.0,1
48.0,-2.0,95.0,0.0,46.0,-3.0,47.0,49.0,2.0,1
56.0,0.0,97.0,-2.0,52.0,1.0,41.0,45.0,4.0,4
56.0,0.0,93.0,2.0,46.0,0.0,37.0,46.0,10.0,4
37.0,0.0,83.0,-1.0,18.0,0.0,47.0,65.0,18.0,1
41.0,0.0,82.0,0.0,38.0,-21.0,41.0,43.0,2.0,1
55.0,0.0,77.0,1.0,-18.0,8.0,21.0,95.0,74.0,4
62.0,0.0,109.0,0.0,62.0,11.0,48.0,47.0,0.0,1
56.0,0.0,97.0,0.0,52.0,21.0,41.0,46.0,4.0,4
43.0,-2.0,77.0,0.0,42.0,-16.0,34.0,36.0,2.0,1
50.0,0.0,110.0,1.0,50.0,0.0,60.0,61.0,2.0,1
37.0,0.0,77.0,0.0,34.0,-2.0,40.0,44.0,4.0,1
48.0,-4.0,79.0,0.0,46.0,0.0,31.0,33.0,2.0,1
37.0,0.0,77.0,0.0,0.0,-10.0,40.0,77.0,36.0,1
49.0,1.0,78.0,0.0,50.0,14.0,29.0,29.0,0.0,1
55.0,1.0,81.0,0.0,54.0,0.0,27.0,27.0,0.0,1
58.0,3.0,81.0,-5.0,56.0,0.0,24.0,24.0,0.0,1
37.0,0.0,81.0,5.0,34.0,1.0,43.0,47.0,4.0,1
46.0,-2.0,93.0,3.0,46.0,5.0,47.0,46.0,0.0,1
41.0,-3.0,78.0,0.0,42.0,12.0,37.0,37.0,0.0,1
46.0,5.0,86.0,0.0,46.0,7.0,40.0,39.0,0.0,1
56.0,0.0,96.0,0.0,54.0,14.0,40.0,42.0,2.0,1
42.0,-3.0,99.0,0.0,42.0,0.0,57.0,58.0,2.0,1
45.0,-3.0,85.0,-1.0,44.0,0.0,41.0,41.0,0.0,1
41.0,0.0,81.0,0.0,42.0,17.0,40.0,39.0,0.0,1
46.0,0.0,88.0,0.0,44.0,-26.0,42.0,44.0,2.0,1
80.0,-4.0,84.0,0.0,-14.0,0.0,4.0,99.0,96.0,5
85.0,0.0,88.0,1.0,-2.0,0.0,3.0,91.0,88.0,5
37.0,0.0,75.0,0.0,26.0,23.0,38.0,49.0,12.0,1
56.0,-1.0,96.0,0.0,54.0,3.0,40.0,42.0,2.0,1
55.0,0.0,78.0,0.0,6.0,-31.0,23.0,73.0,50.0,4
55.0,-1.0,79.0,-6.0,20.0,-20.0,24.0,59.0,34.0,4
41.0,2.0,86.0,5.0,42.0,10.0,45.0,45.0,0.0,1
37.0,0.0,77.0,0.0,26.0,-2.0,41.0,52.0,10.0,1
83.0,0.0,86.0,0.0,-6.0,-21.0,3.0,94.0,90.0,5
56.0,1.0,77.0,0.0,16.0,-1.0,22.0,62.0,40.0,4
41.0,-2.0,81.0,0.0,42.0,6.0,40.0,39.0,0.0,1
55.0,0.0,78.0,0.0,24.0,-24.0,23.0,55.0,32.0,4
44.0,-3.0,86.0,0.0,44.0,0.0,42.0,42.0,0.0,1
44.0,2.0,84.0,0.0,44.0,15.0,40.0,40.0,0.0,1
44.0,0.0,76.0,1.0,44.0,8.0,32.0,32.0,0.0,1
37.0,0.0,77.0,0.0,28.0,511.0,40.0,48.0,8.0,1
37.0,0.0,81.0,0.0,24.0,-5.0,44.0,57.0,14.0,1
44.0,3.0,76.0,0.0,44.0,12.0,32.0,32.0,0.0,1
37.0,0.0,77.0,-1.0,34.0,2.0,40.0,43.0,4.0,1
37.0,0.0,79.0,0.0,36.0,-8.0,42.0,43.0,2.0,1
54.0,-1.0,82.0,0.0,54.0,0.0,28.0,28.0,0.0,1
49.0,0.0,95.0,2.0,50.0,1.0,46.0,46.0,0.0,1
37.0,0.0,76.0,0.0,28.0,24.0,39.0,48.0,8.0,1
44.0,1.0,86.0,0.0,44.0,22.0,42.0,42.0,0.0,1
45.0,0.0,77.0,0.0,44.0,-14.0,32.0,34.0,2.0,1
42.0,-2.0,85.0,0.0,42.0,0.0,43.0,44.0,0.0,1
51.0,0.0,83.0,0.0,52.0,9.0,32.0,32.0,0.0,1
37.0,0.0,78.0,-4.0,28.0,0.0,41.0,50.0,8.0,1
42.0,0.0,78.0,-3.0,42.0,0.0,37.0,37.0,0.0,1
55.0,0.0,96.0,1.0,42.0,-5.0,41.0,55.0,14.0,4
47.0,0.0,76.0,7.0,46.0,0.0,30.0,30.0,0.0,1
57.0,0.0,82.0,5.0,56.0,0.0,25.0,25.0,0.0,1
56.0,0.0,95.0,0.0,54.0,1.0,39.0,41.0,2.0,1
55.0,0.0,82.0,0.0,-12.0,-13.0,26.0,95.0,68.0,4
56.0,5.0,80.0,0.0,-2.0,4.0,24.0,83.0,58.0,4
105.0,0.0,106.0,-3.0,72.0,8.0,1.0,34.0,34.0,5
56.0,0.0,82.0,0.0,56.0,27.0,26.0,25.0,0.0,1
45.0,0.0,77.0,0.0,46.0,31.0,31.0,30.0,0.0,1
57.0,0.0,81.0,3.0,56.0,0.0,24.0,24.0,0.0,1
59.0,0.0,86.0,0.0,60.0,3.0,28.0,27.0,0.0,1
55.0,1.0,96.0,4.0,50.0,0.0,41.0,47.0,6.0,4
37.0,0.0,81.0,0.0,20.0,6.0,44.0,60.0,16.0,1
43.0,0.0,77.0,-7.0,42.0,0.0,34.0,36.0,2.0,1
51.0,5.0,102.0,0.0,52.0,9.0,51.0,50.0,0.0,1
37.0,0.0,95.0,-2.0,18.0,-10.0,58.0,77.0,18.0,1
56.0,0.0,77.0,0.0,-10.0,5.0,21.0,87.0,66.0,4
37.0,0.0,81.0,0.0,38.0,9.0,43.0,42.0,0.0,1
58.0,0.0,88.0,5.0,56.0,0.0,30.0,31.0,2.0,1
37.0,0.0,106.0,0.0,24.0,-2.0,69.0,83.0,14.0,1
43.0,-2.0,81.0,0.0,42.0,-10.0,37.0,39.0,2.0,1
42.0,4.0,86.0,0.0,42.0,0.0,43.0,44.0,2.0,1
43.0,-1.0,83.0,0.0,42.0,-3.0,40.0,42.0,2.0,1
43.0,1.0,102.0,0.0,42.0,0.0,60.0,61.0,2.0,1
56.0,0.0,90.0,0.0,54.0,-16.0,34.0,35.0,2.0,1
44.0,0.0,86.0,-2.0,42.0,-30.0,42.0,44.0,2.0,1
43.0,0.0,86.0,2.0,42.0,-1.0,43.0,45.0,2.0,1
55.0,0.0,77.0,-4.0,28.0,-12.0,21.0,48.0,28.0,4
37.0,0.0,106.0,7.0,36.0,0.0,69.0,70.0,2.0,1
64.0,0.0,113.0,0.0,62.0,-12.0,48.0,51.0,2.0,1
44.0,3.0,81.0,0.0,42.0,-13.0,37.0,39.0,2.0,1
37.0,0.0,79.0,-4.0,36.0,-5.0,41.0,43.0,2.0,1
37.0,0.0,78.0,0.0,10.0,20.0,41.0,68.0,26.0,1
45.0,0.0,86.0,6.0,44.0,-12.0,41.0,42.0,2.0,1
41.0,0.0,83.0,0.0,42.0,9.0,41.0,41.0,0.0,1
49.0,0.0,82.0,0.0,50.0,11.0,33.0,33.0,0.0,1
76.0,2.0,81.0,1.0,-40.0,11.0,5.0,122.0,118.0,5
53.0,0.0,86.0,1.0,52.0,-14.0,33.0,35.0,2.0,1
37.0,0.0,76.0,-1.0,30.0,0.0,39.0,45.0,6.0,1
55.0,4.0,86.0,0.0,54.0,0.0,30.0,32.0,2.0,1
50.0,3.0,77.0,5.0,50.0,0.0,27.0,28.0,2.0,1
37.0,-1.0,106.0,-3.0,36.0,-5.0,69.0,69.0,0.0,1
41.0,0.0,83.0,0.0,42.0,10.0,41.0,41.0,0.0,1
37.0,0.0,98.0,0.0,30.0,-13.0,61.0,67.0,6.0,1
39.0,-3.0,78.0,6.0,38.0,0.0,39.0,39.0,0.0,1
37.0,-2.0,75.0,0.0,36.0,-13.0,37.0,39.0,2.0,1
37.0,0.0,77.0,0.0,-24.0,-3.0,41.0,103.0,62.0,1
55.0,0.0,83.0,0.0,-30.0,-2.0,27.0,114.0,86.0,4
43.0,0.0,81.0,0.0,42.0,-4.0,38.0,40.0,2.0,1
49.0,3.0,102.0,0.0,50.0,2.0,53.0,53.0,0.0,1
38.0,-3.0,77.0,6.0,38.0,0.0,39.0,38.0,0.0,1
45.0,0.0,76.0,-1.0,44.0,-6.0,31.0,32.0,2.0,1
37.0,-5.0,77.0,0.0,36.0,1.0,40.0,41.0,0.0,1
46.0,2.0,83.0,0.0,46.0,10.0,37.0,37.0,0.0,1
37.0,0.0,95.0,0.0,16.0,-7.0,58.0,79.0,22.0,1
37.0,0.0,83.0,1.0,-2.0,0.0,46.0,85.0,40.0,1
59.0,0.0,86.0,0.0,56.0,-5.0,27.0,29.0,2.0,1
37.0,0.0,83.0,0.0,16.0,-24.0,47.0,68.0,22.0,1
45.0,-1.0,79.0,0.0,46.0,9.0,34.0,33.0,0.0,1
45.0,-1.0,88.0,0.0,44.0,-16.0,42.0,44.0,2.0,1
55.0,2.0,72.0,-13.0,0.0,1.0,17.0,72.0,56.0,4
38.0,0.0,107.0,0.0,38.0,5.0,69.0,68.0,0.0,1
45.0,-4.0,79.0,0.0,44.0,-15.0,33.0,35.0,2.0,1
44.0,-3.0,77.0,0.0,44.0,17.0,33.0,33.0,0.0,1
81.0,0.0,84.0,0.0,-22.0,-13.0,4.0,108.0,104.0,5
37.0,0.0,81.0,-1.0,36.0,0.0,44.0,45.0,0.0,1
48.0,0.0,82.0,-1.0,46.0,-2.0,34.0,35.0,2.0,1
41.0,0.0,80.0,2.0,42.0,0.0,39.0,39.0,0.0,1
41.0,-4.0,77.0,0.0,42.0,0.0,36.0,36.0,0.0,1
47.0,3.0,86.0,2.0,46.0,0.0,40.0,40.0,0.0,1
37.0,0.0,78.0,0.0,18.0,-5.0,41.0,60.0,18.0,1
41.0,0.0,79.0,4.0,42.0,5.0,38.0,38.0,0.0,1
42.0,2.0,86.0,1.0,42.0,0.0,44.0,45.0,2.0,1
62.0,0.0,109.0,2.0,60.0,0.0,47.0,49.0,2.0,1
49.0,0.0,85.0,0.0,50.0,8.0,36.0,36.0,0.0,1
64.0,1.0,113.0,3.0,62.0,0.0,49.0,51.0,2.0,1
37.0,0.0,77.0,4.0,8.0,0.0,41.0,70.0,28.0,1
37.0,0.0,77.0,-2.0,8.0,0.0,40.0,69.0,28.0,1
48.0,0.0,84.0,8.0,46.0,0.0,36.0,37.0,2.0,1
45.0,0.0,85.0,1.0,46.0,18.0,40.0,39.0,0.0,1
47.0,0.0,86.0,-7.0,46.0,0.0,39.0,40.0,0.0,1
56.0,5.0,96.0,0.0,50.0,1.0,40.0,47.0,8.0,4
37.0,0.0,83.0,0.0,2.0,-23.0,46.0,80.0,34.0,1
37.0,0.0,81.0,0.0,-2.0,13.0,44.0,84.0,40.0,1
54.0,1.0,82.0,0.0,54.0,0.0,28.0,28.0,0.0,1
43.0,1.0,76.0,0.0,42.0,0.0,33.0,34.0,2.0,1
55.0,0.0,78.0,-1.0,8.0,1.0,23.0,70.0,48.0,4
41.0,-1.0,81.0,0.0,42.0,15.0,41.0,40.0,0.0,1
79.0,0.0,83.0,0.0,-30.0,38.0,4.0,114.0,110.0,5
37.0,0.0,81.0,-4.0,20.0,1.0,44.0,61.0,16.0,1
51.0,0.0,86.0,0.0,52.0,5.0,35.0,34.0,0.0,1
56.0,0.0,95.0,0.0,56.0,4.0,39.0,39.0,0.0,1
37.0,0.0,106.0,0.0,24.0,-13.0,68.0,82.0,14.0,1
48.0,4.0,77.0,0.0,46.0,0.0,28.0,30.0,2.0,1
45.0,-1.0,81.0,0.0,44.0,-17.0,36.0,37.0,2.0,1
45.0,4.0,108.0,0.0,44.0,0.0,63.0,64.0,0.0,1
41.0,-5.0,108.0,0.0,42.0,0.0,67.0,67.0,0.0,1
37.0,0.0,76.0,0.0,34.0,19.0,39.0,43.0,4.0,1
46.0,3.0,90.0,0.0,46.0,11.0,44.0,43.0,0.0,1
54.0,0.0,88.0,-2.0,54.0,0.0,34.0,33.0,0.0,1
37.0,-4.0,90.0,0.0,28.0,0.0,53.0,62.0,8.0,1
43.0,0.0,85.0,1.0,42.0,0.0,42.0,44.0,2.0,1
41.0,0.0,88.0,-3.0,38.0,-12.0,48.0,50.0,2.0,1
55.0,-4.0,80.0,-2.0,20.0,-7.0,25.0,59.0,34.0,4
42.0,-5.0,84.0,0.0,42.0,0.0,42.0,43.0,2.0,1
55.0,0.0,92.0,0.0,-4.0,5.0,36.0,97.0,60.0,4
51.0,4.0,85.0,0.0,50.0,-11.0,34.0,36.0,2.0,1
37.0,0.0,78.0,0.0,-4.0,16.0,42.0,83.0,42.0,1
38.0,-2.0,92.0,0.0,26.0,31.0,54.0,66.0,12.0,1
41.0,0.0,79.0,-1.0,38.0,0.0,39.0,41.0,2.0,1
45.0,0.0,88.0,0.0,44.0,-12.0,42.0,44.0,2.0,1
55.0,4.0,77.0,0.0,54.0,0.0,22.0,23.0,0.0,1
37.0,0.0,81.0,1.0,36.0,0.0,43.0,44.0,2.0,1
45.0,-1.0,84.0,0.0,44.0,-5.0,38.0,40.0,2.0,1
48.0,-1.0,84.0,-3.0,46.0,-5.0,36.0,38.0,2.0,1
83.0,0.0,86.0,0.0,-2.0,21.0,3.0,89.0,86.0,5
37.0,0.0,105.0,0.0,18.0,22.0,68.0,87.0,18.0,1
44.0,0.0,86.0,-2.0,44.0,2.0,43.0,42.0,0.0,1
51.0,-5.0,77.0,0.0,52.0,0.0,26.0,25.0,0.0,1
37.0,0.0,83.0,0.0,8.0,21.0,46.0,75.0,30.0,1
55.0,4.0,89.0,0.0,54.0,0.0,34.0,35.0,0.0,1
41.0,0.0,83.0,4.0,38.0,-7.0,42.0,44.0,2.0,1
37.0,0.0,95.0,0.0,10.0,14.0,58.0,84.0,26.0,1
37.0,0.0,80.0,0.0,12.0,11.0,43.0,67.0,24.0,1
42.0,0.0,81.0,4.0,42.0,0.0,39.0,39.0,0.0,1
37.0,0.0,104.0,0.0,26.0,-25.0,66.0,78.0,12.0,1
39.0,1.0,86.0,7.0,38.0,0.0,46.0,47.0,0.0,1
52.0,-2.0,83.0,0.0,52.0,0.0,32.0,32.0,0.0,1
42.0,0.0,86.0,-1.0,42.0,0.0,44.0,45.0,2.0,1
37.0,0.0,81.0,0.0,12.0,-1.0,44.0,68.0,24.0,1
56.0,1.0,98.0,0.0,44.0,-1.0,42.0,54.0,12.0,4
37.0,0.0,105.0,5.0,18.0,0.0,68.0,87.0,18.0,1
44.0,-1.0,79.0,0.0,42.0,-30.0,36.0,38.0,2.0,1
55.0,0.0,83.0,0.0,54.0,-1.0,28.0,29.0,2.0,1
37.0,0.0,77.0,0.0,38.0,4.0,39.0,38.0,0.0,1
55.0,0.0,79.0,0.0,16.0,-18.0,23.0,63.0,40.0,4
37.0,0.0,107.0,1.0,30.0,0.0,70.0,76.0,6.0,1
42.0,0.0,84.0,-1.0,42.0,-1.0,42.0,43.0,2.0,1
55.0,0.0,77.0,-7.0,16.0,10.0,22.0,62.0,40.0,4
49.0,0.0,82.0,0.0,50.0,5.0,33.0,33.0,0.0,1
49.0,0.0,88.0,0.0,46.0,-8.0,40.0,42.0,2.0,1
45.0,0.0,88.0,0.0,46.0,22.0,42.0,41.0,0.0,1
53.0,0.0,88.0,3.0,52.0,-10.0,35.0,36.0,2.0,1
51.0,0.0,82.0,0.0,50.0,-12.0,31.0,33.0,2.0,1
37.0,0.0,82.0,-2.0,34.0,0.0,45.0,48.0,2.0,1
41.0,0.0,83.0,0.0,42.0,7.0,41.0,41.0,0.0,1
45.0,0.0,106.0,0.0,46.0,14.0,61.0,60.0,0.0,1
43.0,0.0,81.0,0.0,44.0,22.0,37.0,37.0,0.0,1
45.0,0.0,76.0,0.0,46.0,25.0,30.0,29.0,0.0,1
56.0,0.0,76.0,0.0,-2.0,3.0,20.0,79.0,58.0,4
48.0,1.0,94.0,1.0,46.0,0.0,46.0,48.0,2.0,1
48.0,0.0,95.0,0.0,46.0,0.0,47.0,49.0,2.0,1
37.0,0.0,95.0,0.0,10.0,0.0,58.0,84.0,26.0,1
46.0,0.0,86.0,-24.0,46.0,0.0,40.0,40.0,0.0,1
52.0,-1.0,83.0,0.0,52.0,0.0,31.0,31.0,0.0,1
46.0,1.0,77.0,0.0,46.0,6.0,32.0,31.0,0.0,1
41.0,0.0,80.0,0.0,42.0,18.0,39.0,39.0,0.0,1
45.0,2.0,93.0,0.0,46.0,23.0,48.0,47.0,0.0,1
41.0,0.0,84.0,0.0,38.0,-28.0,43.0,45.0,2.0,1
55.0,-1.0,87.0,0.0,54.0,-2.0,32.0,33.0,2.0,1
43.0,-1.0,87.0,0.0,42.0,-15.0,44.0,46.0,2.0,1
56.0,0.0,76.0,-4.0,-18.0,0.0,20.0,94.0,74.0,4
38.0,2.0,76.0,0.0,38.0,10.0,38.0,37.0,0.0,1
49.0,0.0,84.0,3.0,50.0,0.0,35.0,35.0,0.0,1
41.0,1.0,78.0,0.0,38.0,-14.0,37.0,39.0,2.0,1
37.0,0.0,75.0,0.0,28.0,43.0,38.0,46.0,8.0,1
55.0,0.0,95.0,0.0,46.0,-15.0,40.0,49.0,8.0,4
38.0,3.0,86.0,0.0,38.0,21.0,49.0,48.0,0.0,1
37.0,0.0,83.0,0.0,6.0,2.0,46.0,78.0,32.0,1
38.0,-2.0,80.0,0.0,38.0,0.0,42.0,41.0,0.0,1
45.0,0.0,77.0,0.0,44.0,-13.0,31.0,33.0,2.0,1
49.0,0.0,88.0,0.0,50.0,2.0,39.0,39.0,0.0,1
56.0,0.0,97.0,0.0,44.0,-14.0,41.0,53.0,12.0,4
43.0,-5.0,87.0,0.0,44.0,20.0,44.0,43.0,0.0,1
55.0,-1.0,76.0,2674.0,-22.0,14.0,21.0,99.0,78.0,4
37.0,0.0,105.0,-1.0,24.0,-4.0,68.0,82.0,14.0,1
56.0,0.0,95.0,0.0,50.0,6.0,40.0,46.0,6.0,4
54.0,-2.0,78.0,-1.0,54.0,0.0,24.0,24.0,0.0,1
49.0,4.0,77.0,0.0,50.0,3.0,28.0,28.0,0.0,1
39.0,0.0,77.0,-6.0,38.0,0.0,39.0,39.0,0.0,1
56.0,0.0,92.0,0.0,54.0,3.0,36.0,38.0,2.0,1
45.0,-5.0,82.0,0.0,44.0,-25.0,37.0,38.0,2.0,1
38.0,1.0,77.0,0.0,38.0,12.0,39.0,38.0,0.0,1
45.0,0.0,93.0,0.0,44.0,-4.0,48.0,50.0,2.0,1
44.0,1.0,75.0,0.0,42.0,-20.0,31.0,34.0,2.0,1
49.0,0.0,86.0,-1.0,50.0,15.0,38.0,37.0,0.0,1
41.0,0.0,82.0,-1.0,38.0,-13.0,41.0,43.0,2.0,1
