loan_amnt,home_ownership,annual_inc,desc,inq_last_6mths,revol_util,last_fico_range_high,last_fico_range_low,pub_rec_bankruptcies,Target
5400.00 < loan_amnt <= 10000.00,RENT,annual_inc > 82000.00,4.00 < desc <= 145.00,inq_last_6mths <= 0.00,25.20 < revol_util <= 49.10,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,MORTGAGE,annual_inc <= 40057.66,desc <= 4.00,inq_last_6mths > 1.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
5400.00 < loan_amnt <= 10000.00,OWN,59000.00 < annual_inc <= 82000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,RENT,59000.00 < annual_inc <= 82000.00,4.00 < desc <= 145.00,inq_last_6mths > 1.00,49.10 < revol_util <= 72.23,last_fico_range_high > 749.00,last_fico_range_low > 745.00,-999,Good Loan
10000.00 < loan_amnt <= 15000.00,MORTGAGE,annual_inc > 82000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,1,Bad Loan
10000.00 < loan_amnt <= 15000.00,RENT,annual_inc <= 40057.66,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt > 15000.00,RENT,59000.00 < annual_inc <= 82000.00,desc <= 4.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,0,Bad Loan
loan_amnt > 15000.00,RENT,59000.00 < annual_inc <= 82000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,RENT,annual_inc > 82000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util <= 25.20,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,-999,Good Loan
loan_amnt <= 5400.00,MORTGAGE,annual_inc <= 40057.66,4.00 < desc <= 145.00,inq_last_6mths <= 0.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
10000.00 < loan_amnt <= 15000.00,OWN,annual_inc > 82000.00,desc <= 4.00,inq_last_6mths <= 0.00,revol_util <= 25.20,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
loan_amnt > 15000.00,OWN,40057.66 < annual_inc <= 59000.00,desc > 392.00,inq_last_6mths > 1.00,25.20 < revol_util <= 49.10,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
10000.00 < loan_amnt <= 15000.00,MORTGAGE,59000.00 < annual_inc <= 82000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,0,Good Loan
10000.00 < loan_amnt <= 15000.00,MORTGAGE,annual_inc <= 40057.66,desc > 392.00,inq_last_6mths > 1.00,25.20 < revol_util <= 49.10,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt > 15000.00,MORTGAGE,annual_inc > 82000.00,145.00 < desc <= 392.00,inq_last_6mths > 1.00,revol_util <= 25.20,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,0,Bad Loan
loan_amnt > 15000.00,MORTGAGE,annual_inc > 82000.00,desc <= 4.00,inq_last_6mths > 1.00,revol_util <= 25.20,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
10000.00 < loan_amnt <= 15000.00,MORTGAGE,40057.66 < annual_inc <= 59000.00,145.00 < desc <= 392.00,inq_last_6mths > 1.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
5400.00 < loan_amnt <= 10000.00,MORTGAGE,annual_inc > 82000.00,145.00 < desc <= 392.00,0.00 < inq_last_6mths <= 1.00,25.20 < revol_util <= 49.10,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
10000.00 < loan_amnt <= 15000.00,RENT,59000.00 < annual_inc <= 82000.00,145.00 < desc <= 392.00,0.00 < inq_last_6mths <= 1.00,revol_util <= 25.20,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
loan_amnt > 15000.00,MORTGAGE,annual_inc > 82000.00,desc > 392.00,inq_last_6mths > 1.00,revol_util <= 25.20,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
5400.00 < loan_amnt <= 10000.00,MORTGAGE,40057.66 < annual_inc <= 59000.00,145.00 < desc <= 392.00,inq_last_6mths > 1.00,revol_util <= 25.20,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
10000.00 < loan_amnt <= 15000.00,MORTGAGE,annual_inc > 82000.00,desc <= 4.00,inq_last_6mths > 1.00,25.20 < revol_util <= 49.10,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt <= 5400.00,RENT,annual_inc <= 40057.66,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util <= 25.20,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Good Loan
loan_amnt <= 5400.00,RENT,annual_inc <= 40057.66,4.00 < desc <= 145.00,inq_last_6mths <= 0.00,revol_util <= 25.20,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
10000.00 < loan_amnt <= 15000.00,OTHER,annual_inc <= 40057.66,4.00 < desc <= 145.00,inq_last_6mths <= 0.00,25.20 < revol_util <= 49.10,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
5400.00 < loan_amnt <= 10000.00,RENT,40057.66 < annual_inc <= 59000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
loan_amnt <= 5400.00,RENT,40057.66 < annual_inc <= 59000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
10000.00 < loan_amnt <= 15000.00,MORTGAGE,annual_inc <= 40057.66,desc > 392.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
loan_amnt > 15000.00,MORTGAGE,40057.66 < annual_inc <= 59000.00,4.00 < desc <= 145.00,inq_last_6mths <= 0.00,revol_util > 72.23,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,MORTGAGE,40057.66 < annual_inc <= 59000.00,4.00 < desc <= 145.00,inq_last_6mths <= 0.00,25.20 < revol_util <= 49.10,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,MORTGAGE,annual_inc > 82000.00,desc <= 4.00,inq_last_6mths > 1.00,revol_util > 72.23,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
loan_amnt <= 5400.00,OWN,annual_inc <= 40057.66,desc > 392.00,0.00 < inq_last_6mths <= 1.00,25.20 < revol_util <= 49.10,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt > 15000.00,MORTGAGE,annual_inc > 82000.00,desc > 392.00,inq_last_6mths <= 0.00,revol_util <= 25.20,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
loan_amnt <= 5400.00,RENT,annual_inc <= 40057.66,desc <= 4.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,1,Good Loan
10000.00 < loan_amnt <= 15000.00,RENT,40057.66 < annual_inc <= 59000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Good Loan
loan_amnt <= 5400.00,MORTGAGE,40057.66 < annual_inc <= 59000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
10000.00 < loan_amnt <= 15000.00,RENT,annual_inc <= 40057.66,desc > 392.00,inq_last_6mths <= 0.00,revol_util <= 25.20,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt > 15000.00,RENT,40057.66 < annual_inc <= 59000.00,desc <= 4.00,inq_last_6mths <= 0.00,revol_util <= 25.20,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,1,Good Loan
loan_amnt <= 5400.00,RENT,40057.66 < annual_inc <= 59000.00,desc > 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Good Loan
loan_amnt <= 5400.00,RENT,annual_inc <= 40057.66,4.00 < desc <= 145.00,inq_last_6mths <= 0.00,revol_util <= 25.20,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
loan_amnt > 15000.00,RENT,59000.00 < annual_inc <= 82000.00,145.00 < desc <= 392.00,0.00 < inq_last_6mths <= 1.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt > 15000.00,RENT,59000.00 < annual_inc <= 82000.00,desc <= 4.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,0,Bad Loan
10000.00 < loan_amnt <= 15000.00,RENT,40057.66 < annual_inc <= 59000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,25.20 < revol_util <= 49.10,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
10000.00 < loan_amnt <= 15000.00,RENT,annual_inc <= 40057.66,desc <= 4.00,inq_last_6mths <= 0.00,revol_util > 72.23,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
loan_amnt <= 5400.00,MORTGAGE,40057.66 < annual_inc <= 59000.00,4.00 < desc <= 145.00,inq_last_6mths > 1.00,revol_util <= 25.20,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,MORTGAGE,annual_inc <= 40057.66,145.00 < desc <= 392.00,inq_last_6mths > 1.00,49.10 < revol_util <= 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
5400.00 < loan_amnt <= 10000.00,RENT,40057.66 < annual_inc <= 59000.00,desc <= 4.00,inq_last_6mths <= 0.00,25.20 < revol_util <= 49.10,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Good Loan
loan_amnt > 15000.00,MORTGAGE,annual_inc > 82000.00,desc <= 4.00,inq_last_6mths <= 0.00,revol_util <= 25.20,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
loan_amnt > 15000.00,MORTGAGE,59000.00 < annual_inc <= 82000.00,145.00 < desc <= 392.00,0.00 < inq_last_6mths <= 1.00,49.10 < revol_util <= 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt > 15000.00,MORTGAGE,annual_inc > 82000.00,desc > 392.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,MORTGAGE,annual_inc > 82000.00,desc > 392.00,inq_last_6mths <= 0.00,25.20 < revol_util <= 49.10,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
loan_amnt > 15000.00,MORTGAGE,40057.66 < annual_inc <= 59000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,1,Good Loan
10000.00 < loan_amnt <= 15000.00,RENT,annual_inc > 82000.00,4.00 < desc <= 145.00,inq_last_6mths > 1.00,25.20 < revol_util <= 49.10,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,RENT,annual_inc <= 40057.66,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util <= 25.20,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
5400.00 < loan_amnt <= 10000.00,RENT,59000.00 < annual_inc <= 82000.00,desc <= 4.00,inq_last_6mths <= 0.00,revol_util > 72.23,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
loan_amnt <= 5400.00,MORTGAGE,59000.00 < annual_inc <= 82000.00,4.00 < desc <= 145.00,0.00 < inq_last_6mths <= 1.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
10000.00 < loan_amnt <= 15000.00,MORTGAGE,annual_inc > 82000.00,4.00 < desc <= 145.00,0.00 < inq_last_6mths <= 1.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Good Loan
loan_amnt > 15000.00,MORTGAGE,annual_inc > 82000.00,4.00 < desc <= 145.00,inq_last_6mths > 1.00,25.20 < revol_util <= 49.10,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,0,Bad Loan
10000.00 < loan_amnt <= 15000.00,RENT,annual_inc > 82000.00,desc <= 4.00,inq_last_6mths > 1.00,25.20 < revol_util <= 49.10,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt > 15000.00,MORTGAGE,59000.00 < annual_inc <= 82000.00,4.00 < desc <= 145.00,inq_last_6mths > 1.00,25.20 < revol_util <= 49.10,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
loan_amnt <= 5400.00,MORTGAGE,annual_inc <= 40057.66,4.00 < desc <= 145.00,inq_last_6mths > 1.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
5400.00 < loan_amnt <= 10000.00,RENT,annual_inc <= 40057.66,4.00 < desc <= 145.00,inq_last_6mths <= 0.00,revol_util <= 25.20,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt > 15000.00,OWN,40057.66 < annual_inc <= 59000.00,desc <= 4.00,0.00 < inq_last_6mths <= 1.00,49.10 < revol_util <= 72.23,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,RENT,40057.66 < annual_inc <= 59000.00,4.00 < desc <= 145.00,0.00 < inq_last_6mths <= 1.00,revol_util > 72.23,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,MORTGAGE,59000.00 < annual_inc <= 82000.00,desc <= 4.00,inq_last_6mths > 1.00,revol_util <= 25.20,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
loan_amnt > 15000.00,RENT,40057.66 < annual_inc <= 59000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
loan_amnt > 15000.00,MORTGAGE,59000.00 < annual_inc <= 82000.00,desc > 392.00,inq_last_6mths > 1.00,49.10 < revol_util <= 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
5400.00 < loan_amnt <= 10000.00,MORTGAGE,40057.66 < annual_inc <= 59000.00,desc > 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt > 15000.00,MORTGAGE,59000.00 < annual_inc <= 82000.00,4.00 < desc <= 145.00,inq_last_6mths <= 0.00,revol_util <= 25.20,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,0,Bad Loan
5400.00 < loan_amnt <= 10000.00,OWN,annual_inc <= 40057.66,desc <= 4.00,inq_last_6mths > 1.00,25.20 < revol_util <= 49.10,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt <= 5400.00,MORTGAGE,59000.00 < annual_inc <= 82000.00,desc <= 4.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,0,Bad Loan
loan_amnt <= 5400.00,RENT,annual_inc <= 40057.66,145.00 < desc <= 392.00,inq_last_6mths > 1.00,25.20 < revol_util <= 49.10,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt <= 5400.00,RENT,59000.00 < annual_inc <= 82000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,25.20 < revol_util <= 49.10,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
10000.00 < loan_amnt <= 15000.00,RENT,59000.00 < annual_inc <= 82000.00,desc <= 4.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt <= 5400.00,RENT,59000.00 < annual_inc <= 82000.00,desc <= 4.00,0.00 < inq_last_6mths <= 1.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,MORTGAGE,59000.00 < annual_inc <= 82000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,25.20 < revol_util <= 49.10,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,OWN,59000.00 < annual_inc <= 82000.00,4.00 < desc <= 145.00,0.00 < inq_last_6mths <= 1.00,25.20 < revol_util <= 49.10,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,0,Good Loan
loan_amnt > 15000.00,MORTGAGE,40057.66 < annual_inc <= 59000.00,desc <= 4.00,inq_last_6mths <= 0.00,25.20 < revol_util <= 49.10,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
5400.00 < loan_amnt <= 10000.00,RENT,40057.66 < annual_inc <= 59000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util <= 25.20,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
loan_amnt <= 5400.00,RENT,annual_inc <= 40057.66,4.00 < desc <= 145.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt > 15000.00,RENT,59000.00 < annual_inc <= 82000.00,desc > 392.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
loan_amnt <= 5400.00,RENT,annual_inc <= 40057.66,desc > 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
loan_amnt <= 5400.00,RENT,40057.66 < annual_inc <= 59000.00,desc <= 4.00,inq_last_6mths > 1.00,49.10 < revol_util <= 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt <= 5400.00,RENT,annual_inc > 82000.00,4.00 < desc <= 145.00,0.00 < inq_last_6mths <= 1.00,49.10 < revol_util <= 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Good Loan
10000.00 < loan_amnt <= 15000.00,OWN,annual_inc <= 40057.66,145.00 < desc <= 392.00,inq_last_6mths > 1.00,49.10 < revol_util <= 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt <= 5400.00,MORTGAGE,40057.66 < annual_inc <= 59000.00,4.00 < desc <= 145.00,inq_last_6mths > 1.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,1,Good Loan
10000.00 < loan_amnt <= 15000.00,RENT,40057.66 < annual_inc <= 59000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,1,Bad Loan
10000.00 < loan_amnt <= 15000.00,RENT,annual_inc > 82000.00,desc <= 4.00,0.00 < inq_last_6mths <= 1.00,revol_util <= 25.20,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
10000.00 < loan_amnt <= 15000.00,MORTGAGE,annual_inc > 82000.00,desc <= 4.00,0.00 < inq_last_6mths <= 1.00,revol_util <= 25.20,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
loan_amnt <= 5400.00,MORTGAGE,40057.66 < annual_inc <= 59000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,25.20 < revol_util <= 49.10,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt <= 5400.00,RENT,annual_inc <= 40057.66,desc <= 4.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
10000.00 < loan_amnt <= 15000.00,RENT,40057.66 < annual_inc <= 59000.00,145.00 < desc <= 392.00,0.00 < inq_last_6mths <= 1.00,49.10 < revol_util <= 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Good Loan
10000.00 < loan_amnt <= 15000.00,RENT,40057.66 < annual_inc <= 59000.00,desc <= 4.00,inq_last_6mths > 1.00,revol_util > 72.23,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,RENT,annual_inc > 82000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,RENT,annual_inc > 82000.00,desc <= 4.00,0.00 < inq_last_6mths <= 1.00,49.10 < revol_util <= 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
5400.00 < loan_amnt <= 10000.00,MORTGAGE,annual_inc > 82000.00,desc <= 4.00,inq_last_6mths <= 0.00,revol_util <= 25.20,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
loan_amnt <= 5400.00,MORTGAGE,59000.00 < annual_inc <= 82000.00,desc <= 4.00,inq_last_6mths <= 0.00,49.10 < revol_util <= 72.23,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
5400.00 < loan_amnt <= 10000.00,OWN,annual_inc > 82000.00,desc <= 4.00,inq_last_6mths <= 0.00,25.20 < revol_util <= 49.10,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
10000.00 < loan_amnt <= 15000.00,OWN,40057.66 < annual_inc <= 59000.00,desc <= 4.00,0.00 < inq_last_6mths <= 1.00,revol_util <= 25.20,last_fico_range_high > 749.00,last_fico_range_low > 745.00,0,Good Loan
10000.00 < loan_amnt <= 15000.00,MORTGAGE,annual_inc > 82000.00,145.00 < desc <= 392.00,0.00 < inq_last_6mths <= 1.00,revol_util <= 25.20,699.00 < last_fico_range_high <= 749.00,695.00 < last_fico_range_low <= 745.00,0,Good Loan
10000.00 < loan_amnt <= 15000.00,RENT,59000.00 < annual_inc <= 82000.00,145.00 < desc <= 392.00,0.00 < inq_last_6mths <= 1.00,49.10 < revol_util <= 72.23,649.00 < last_fico_range_high <= 699.00,645.00 < last_fico_range_low <= 695.00,0,Good Loan
loan_amnt <= 5400.00,RENT,40057.66 < annual_inc <= 59000.00,desc > 392.00,0.00 < inq_last_6mths <= 1.00,revol_util <= 25.20,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Bad Loan
loan_amnt > 15000.00,MORTGAGE,annual_inc > 82000.00,145.00 < desc <= 392.00,inq_last_6mths <= 0.00,revol_util > 72.23,last_fico_range_high <= 649.00,last_fico_range_low <= 645.00,0,Good Loan
